time,x,y,vx,vy
296.541,313.604,-3.481,23.746,14.160
296.438,314.317,-3.362,23.748,14.190
296.339,315.029,-3.237,23.749,14.220
296.244,315.742,-3.108,23.750,14.250
296.152,316.454,-2.974,23.751,14.280
296.065,317.167,-2.835,23.750,14.310
295.982,317.879,-2.690,23.750,14.340
295.904,318.592,-2.541,23.748,14.370
295.830,319.304,-2.386,23.746,14.400
295.761,320.017,-2.227,23.744,14.430
295.697,320.729,-2.062,23.741,14.460
295.637,321.441,-1.893,23.737,14.490
295.583,322.153,-1.718,23.733,14.520
295.534,322.865,-1.538,23.728,14.550
295.491,323.577,-1.354,23.723,14.580
295.453,324.288,-1.164,23.717,14.610
295.421,325.000,-0.969,23.711,14.640
295.395,325.711,-0.770,23.704,14.670
295.375,326.422,-0.565,23.696,14.700
295.361,327.133,-0.355,23.688,14.730
295.354,327.843,-0.141,23.679,14.760
295.353,328.553,0.079,23.669,14.790
295.358,329.263,0.304,23.659,14.820
295.371,329.973,0.534,23.648,14.850
295.390,330.682,0.768,23.637,14.880
295.417,331.391,1.008,23.625,14.910
295.451,332.100,1.253,23.612,14.940
295.492,332.808,1.503,23.599,14.970
295.541,333.516,1.757,23.585,15.000
295.541,333.516,1.757,23.585,15.000
295.598,334.223,2.017,23.570,15.030
295.662,334.930,2.282,23.555,15.060
295.735,335.636,2.551,23.539,15.090
295.815,336.342,2.825,23.522,15.120
295.904,337.048,3.104,23.504,15.150
296.002,337.752,3.386,23.486,15.180
296.108,338.457,3.674,23.466,15.210
296.222,339.160,3.965,23.445,15.240
296.345,339.863,4.261,23.424,15.270
296.478,340.566,4.560,23.401,15.300
296.619,341.267,4.863,23.377,15.330
296.770,341.968,5.170,23.351,15.360
296.929,342.669,5.481,23.325,15.390
297.098,343.368,5.795,23.297,15.420
297.277,344.066,6.113,23.268,15.450
297.465,344.764,6.433,23.237,15.480
297.663,345.461,6.757,23.205,15.510
297.871,346.156,7.084,23.171,15.540
298.088,346.851,7.414,23.136,15.570
298.316,347.544,7.747,23.099,15.600
298.553,348.237,8.082,23.060,15.630
298.801,348.928,8.420,23.019,15.660
299.058,349.618,8.760,22.977,15.690
299.326,350.306,9.103,22.933,15.720
299.604,350.994,9.448,22.887,15.750
299.893,351.680,9.795,22.839,15.780
300.192,352.364,10.144,22.788,15.810
300.502,353.047,10.495,22.736,15.840
300.822,353.728,10.848,22.682,15.870
301.153,354.408,11.203,22.625,15.900
301.494,355.086,11.559,22.567,15.930
